id,value
954355,355
629588,588
932078,78
669965,965
668636,636
551444,444
546617,617
614798,798
706450,450
812507,507
770149,149
943249,249
940073,73
588854,854
665977,977
665301,301
851361,361
652474,474
848526,526
611508,508
854538,538
779238,238
709444,444
591585,585
748431,431
673352,352
712848,848
824732,732
724786,786
681440,440
727144,144
635173,173
645644,644
551681,681
503732,732
911791,791
986437,437
911764,764
852114,114
768309,309
848221,221
643421,421
697602,602
668333,333
923700,700
915280,280
682047,47
590961,961
726182,182
865677,677
692377,377
735757,757
667207,207
817250,250
813198,198
539653,653
712939,939
885878,878
902458,458
561623,623
711132,132
811033,33
886958,958
635545,545
723210,210
611403,403
838591,591
642550,550
670857,857
772623,623
975371,371
807443,443
924682,682
688753,753
632957,957
927643,643
628792,792
868131,131
772338,338
770738,738
761730,730
677434,434
580443,443
822453,453
587095,95
560078,78
527171,171
632152,152
899894,894
808604,604
748707,707
809177,177
722369,369
704828,828
770615,615
585897,897
813466,466
970146,146
905705,705
965746,746
663244,244
928756,756
811294,294
886069,69
867535,535
935996,996
810988,988
679893,893
510112,112
890803,803
766636,636
835455,455
989174,174
548135,135
723092,92
901369,369
710776,776
740752,752
727463,463
762448,448
600714,714
954381,381
726232,232
696265,265
536589,589
999573,573
711040,40
779125,125
832129,129
561355,355
911350,350
629184,184
853927,927
995693,693
743196,196
906961,961
915939,939
629871,871
614576,576
750209,209
708244,244
763869,869
555195,195
738529,529
706718,718
697572,572
908572,572
570388,388
605296,296
578497,497
713474,474
747944,944
511768,768
898441,441
504964,964
593234,234
635983,983
717185,185
578572,572
717606,606
956569,569
869116,116
654864,864
627867,867
679513,513
809645,645
642188,188
580175,175
848189,189
735792,792
551176,176
916629,629
621569,569
952379,379
794021,21
765359,359
653721,721
617689,689
866667,667
879189,189
867196,196
535600,600
658767,767
673216,216
948369,369
807769,769
894332,332
533160,160
766633,633
589721,721
654043,43
941572,572
630206,206
610819,819
869920,920
527561,561
893871,871
996462,462
697577,577
536540,540
742177,177
785689,689
705084,84
523859,859
649188,188
639030,30
853906,906
653250,250
911824,824
798573,573
892021,21
744896,896
617647,647
569089,89
515223,223
573282,282
811917,917
571274,274
771123,123
612635,635
952385,385
964760,760
704111,111
656856,856
814291,291
671651,651
876434,434
740239,239
933362,362
588869,869
733775,775
762734,734
607937,937
927746,746
917833,833
640002,2
754727,727
975817,817
770997,997
754199,199
878182,182
662891,891
896719,719
999280,280
603289,289
859332,332
910233,233
704154,154
500571,571
798264,264
829390,390
987698,698
920205,205
885981,981
975443,443
868974,974
769757,757
946035,35
581076,76
781262,262
673504,504
927688,688
792561,561
535146,146
508533,533
794400,400
621088,88
821979,979
642954,954
991481,481
898213,213
933169,169
536185,185
676235,235
611289,289
927681,681
942719,719
804084,84
611983,983
529631,631
920294,294
991026,26
529164,164
766767,767
730392,392
541180,180
997780,780
866436,436
742010,10
610086,86
779340,340
899587,587
723279,279
871920,920
627850,850
679727,727
587207,207
550641,641
904811,811
529838,838
643901,901
639255,255
606617,617
874220,220
689107,107
929757,757
839411,411
596888,888
707874,874
617433,433
778916,916
896498,498
810676,676
656790,790
501931,931
680027,27
525768,768
985795,795
530739,739
779599,599
503684,684
764748,748
745382,382
657861,861
748445,445
864435,435
810945,945
868410,410
598313,313
573309,309
604661,661
875552,552
926728,728
676414,414
988073,73
840813,813
975637,637
877412,412
963801,801
736914,914
871740,740
841155,155
812244,244
884980,980
871119,119
907422,422
983626,626
621769,769
703695,695
712783,783
849813,813
978751,751
851326,326
976307,307
864048,48
873588,588
877003,3
663837,837
978576,576
951908,908
542954,954
925427,427
678163,163
916443,443
737197,197
566589,589
590037,37
981833,833
670331,331
646260,260
510876,876
776951,951
830623,623
951940,940
758665,665
606773,773
816692,692
947466,466
588901,901
712741,741
923017,17
867515,515
894387,387
573864,864
580077,77
961418,418
970873,873
750937,937
976822,822
981963,963
962311,311
510219,219
814717,717
643024,24
986496,496
735635,635
625324,324
774479,479
581923,923
729417,417
715662,662
723427,427
526632,632
624548,548
781076,76
758304,304
836342,342
739073,73
588933,933
906678,678
545763,763
737089,89
515666,666
930970,970
979029,29
618137,137
986268,268
863620,620
728767,767
808288,288
774518,518
551588,588
609282,282
732486,486
894161,161
630154,154
838289,289
882608,608
759288,288
558585,585
881794,794
931934,934
607867,867
763662,662
805761,761
994331,331
972203,203
545976,976
824976,976
577766,766
792289,289
754435,435
516267,267
519685,685
929846,846
650952,952
611556,556
872994,994
955799,799
675333,333
670286,286
945863,863
940230,230
543710,710
670550,550
696022,22
989445,445
811900,900
714501,501
670727,727
544751,751
930108,108
519385,385
612991,991
988981,981
877928,928
884042,42
637235,235
979622,622
589336,336
935944,944
732137,137
819374,374
787067,67
958372,372
971461,461
807072,72
560647,647
926262,262
959733,733
693464,464
597602,602
513451,451
713597,597
842831,831
550499,499
853416,416
733397,397
764092,92
520596,596
812694,694
629262,262
967746,746
684925,925
712855,855
666093,93
820209,209
685412,412
914802,802
630801,801
514577,577
915742,742
926904,904
656653,653
642593,593
784494,494
837078,78
722485,485
740018,18
988764,764
558040,40
959473,473
777023,23
506294,294
876237,237
966932,932
697731,731
617313,313
595375,375
627783,783
761413,413
654277,277
536102,102
890210,210
686138,138
515156,156
557917,917
681476,476
875915,915
670910,910
775131,131
554210,210
911513,513
717003,3
658032,32
785619,619
834515,515
579147,147
516140,140
977909,909
863335,335
888425,425
943778,778
728584,584
907618,618
771648,648
915444,444
506778,778
558743,743
850582,582
554209,209
505875,875
593604,604
622475,475
779079,79
950773,773
681385,385
686563,563
760491,491
539644,644
660216,216
980932,932
893665,665
546119,119
778061,61
819678,678
602258,258
520317,317
544669,669
682506,506
730119,119
676986,986
997546,546
764558,558
881026,26
962691,691
565406,406
513838,838
917064,64
604646,646
643401,401
819558,558
547986,986
756000,0
893667,667
585457,457
965881,881
911752,752
918037,37
639387,387
623395,395
601295,295
753868,868
707950,950
613164,164
600112,112
517980,980
661716,716
717573,573
585692,692
938326,326
597858,858
621978,978
671744,744
554488,488
829385,385
684382,382
807453,453
778079,79
957724,724
897720,720
526678,678
726141,141
592970,970
971407,407
911603,603
890894,894
803908,908
549458,458
766659,659
916396,396
501404,404
604086,86
621797,797
873312,312
649305,305
948412,412
656989,989
981642,642
728803,803
709385,385
555552,552
805243,243
846071,71
646512,512
932377,377
635182,182
825852,852
935186,186
504906,906
788259,259
840835,835
757917,917
663938,938
792331,331
754812,812
877788,788
587190,190
928044,44
836066,66
585069,69
685043,43
942183,183
675361,361
788831,831
707755,755
541530,530
797259,259
922113,113
760214,214
612766,766
502329,329
732319,319
747933,933
799344,344
953728,728
620905,905
526349,349
963845,845
581924,924
709629,629
896434,434
684867,867
563837,837
579757,757
568152,152
756793,793
951838,838
860623,623
947154,154
650186,186
810816,816
625297,297
575967,967
697827,827
851870,870
861968,968
878383,383
858494,494
532566,566
782899,899
510160,160
736409,409
709786,786
726555,555
588823,823
569518,518
500819,819
933487,487
855760,760
906087,87
662390,390
575605,605
549730,730
679511,511
768992,992
910434,434
723988,988
947237,237
722566,566
574515,515
898548,548
505938,938
792148,148
673873,873
610013,13
821169,169
976586,586
844450,450
574943,943
611805,805
573800,800
852738,738
778388,388
835283,283
596858,858
501122,122
936508,508
965358,358
673386,386
915075,75
907700,700
852105,105
906896,896
795930,930
671021,21
683557,557
759190,190
839848,848
750507,507
708387,387
953267,267
676925,925
798526,526
843014,14
660721,721
700782,782
777688,688
853857,857
609886,886
643536,536
855340,340
713678,678
608626,626
759377,377
614795,795
686018,18
907507,507
582706,706
614767,767
688371,371
684340,340
560109,109
532223,223
858253,253
521060,60
663283,283
950472,472
507178,178
731289,289
762229,229
550548,548
572518,518
957869,869
666485,485
636140,140
920949,949
808976,976
671582,582
671824,824
717618,618
855847,847
550795,795
850220,220
549775,775
704857,857
704402,402
611837,837
565502,502
604296,296
565244,244
522548,548
699372,372
763080,80
825887,887
663114,114
733699,699
624700,700
862527,527
801768,768
622953,953
630883,883
933003,3
737461,461
804552,552
849327,327
797841,841
577876,876
665758,758
539686,686
952237,237
948428,428
634797,797
832045,45
810163,163
801590,590
850502,502
970240,240
947231,231
715552,552
693501,501
951852,852
922759,759
776463,463
773387,387
673355,355
706072,72
879908,908
809556,556
941714,714
580423,423
513710,710
754005,5
652984,984
959857,857
772050,50
695450,450
556215,215
718371,371
940205,205
712639,639
585672,672
893210,210
680724,724
841809,809
593922,922
863216,216
855795,795
713507,507
956278,278
626164,164
658036,36
510429,429
618771,771
852653,653
599456,456
545552,552
587922,922
574827,827
702879,879
829563,563
923568,568
994315,315
799127,127
559516,516
732800,800
927012,12
980725,725
584201,201
816982,982
847871,871
807609,609
749512,512
756953,953
557386,386
654591,591
709406,406
973654,654
652069,69
723793,793
997216,216
664528,528
636890,890
537732,732
643221,221
652526,526
703043,43
560938,938
552987,987
696356,356
932750,750
714306,306
617547,547
551474,474
951606,606
793202,202
958295,295
947591,591
677426,426
671498,498
598323,323
771197,197
826566,566
577731,731
986702,702
997758,758
567708,708
751214,214
969894,894
567705,705
766817,817
845450,450
820284,284
695895,895
995988,988
851260,260
556591,591
871000,0
685744,744
798590,590
785260,260
610595,595
987637,637
980927,927
892048,48
782940,940
624876,876
653419,419
604766,766
624052,52
966739,739
671563,563
631680,680
709832,832
711514,514
616557,557
669671,671
666745,745
588943,943
810772,772
907180,180
773855,855
788390,390
511514,514
645551,551
768202,202
808143,143
897655,655
546648,648
836142,142
924087,87
955054,54
550443,443
598621,621
933616,616
549261,261
545529,529
789782,782
596816,816
618689,689
844876,876
900284,284
850810,810
534973,973
700017,17
790283,283
948424,424
921930,930
807608,608
830952,952
894812,812
878449,449
636031,31
650427,427
967468,468
765677,677
805497,497
578985,985
711135,135
771535,535
699563,563
787853,853
594849,849
654598,598
821208,208
523366,366
707291,291
522108,108
628570,570
906639,639
878334,334
939168,168
813522,522
716118,118
610847,847
583776,776
876766,766
966179,179
789327,327
891087,87
732976,976
763217,217
755368,368
883242,242
969097,97
601310,310
646095,95
525168,168
826500,500
968754,754
653139,139
584615,615
899089,89
900618,618
754832,832
859647,647
606432,432
568650,650
732034,34
559865,865
557641,641
604252,252
692654,654
552588,588
513105,105
921191,191
586367,367
947602,602
653336,336
592461,461
921995,995
719219,219
754813,813
634605,605
819716,716
736874,874
556212,212
809287,287
574784,784
967258,258
556082,82
507938,938
680167,167
567781,781
744215,215
823428,428
627215,215
935835,835
501039,39
778142,142
714381,381
827090,90
866748,748
715047,47
848828,828
822022,22
984100,100
894392,392
959724,724
637981,981
693290,290
935295,295
645545,545
612040,40
840753,753
966699,699
756104,104
811395,395
827789,789
776774,774
932584,584
785471,471
785651,651
912739,739
620247,247
891839,839
915783,783
536788,788
899952,952
740780,780
556643,643
835501,501
748604,604
961558,558
696252,252
642714,714
698701,701
834046,46
560771,771
573693,693
545322,322
650591,591
968995,995
983105,105
914798,798
981600,600
800479,479
506270,270
937583,583
924154,154
730522,522
921445,445
784819,819
855388,388
719347,347
923923,923
881767,767
559613,613
655899,899
689045,45
740191,191
920345,345
574988,988
953170,170
816634,634
817655,655
687277,277
889180,180
798195,195
599912,912
997268,268
661729,729
775468,468
809666,666
973399,399
586629,629
796829,829
816866,866
581072,72
750510,510
510502,502
584766,766
531809,809
559219,219
727954,954
868182,182
590428,428
572404,404
909905,905
900817,817
524847,847
965019,19
740888,888
992935,935
735128,128
692156,156
850622,622
516545,545
822073,73
720490,490
880684,684
719924,924
771736,736
972434,434
810727,727
852215,215
605799,799
622827,827
651383,383
560597,597
528653,653
907885,885
923132,132
501532,532
874198,198
949104,104
762317,317
971481,481
801502,502
521713,713
781930,930
698854,854
674970,970
534966,966
779571,571
782712,712
608770,770
586003,3
773730,730
532681,681
531770,770
736403,403
811556,556
547193,193
722157,157
610181,181
506317,317
632881,881
897790,790
587592,592
622415,415
679229,229
540481,481
623430,430
843235,235
819361,361
553358,358
896815,815
905850,850
948351,351
613924,924
776246,246
938552,552
907418,418
524711,711
824654,654
882036,36
732265,265
994894,894
526009,9
809806,806
745363,363
955516,516
984272,272
879011,11
523634,634
561405,405
869150,150
810097,97
751779,779
951004,4
913514,514
723731,731
848284,284
587804,804
785364,364
581129,129
575859,859
555632,632
810476,476
799032,32
589330,330
673462,462
529892,892
857738,738
651615,615
752643,643
914506,506
868602,602
837583,583
887091,91
694801,801
671384,384
615353,353
625256,256
856050,50
723981,981
946048,48
675620,620
820771,771
503295,295
853527,527
887029,29
662140,140
957324,324
736530,530
996706,706
528776,776
979675,675
854253,253
921390,390
931234,234
803819,819
675196,196
986118,118
982744,744
788279,279
653929,929
618527,527
642485,485
677504,504
507717,717
795013,13
955969,969
902313,313
898955,955
790711,711
511629,629
547223,223
890560,560
659563,563
756811,811
791573,573
851159,159
843982,982
574716,716
890386,386
882446,446
545011,11
900707,707
530355,355
775174,174
928437,437
757696,696
505519,519
865123,123
559981,981
643411,411
645596,596
539538,538
877282,282
920618,618
833545,545
851615,615
947216,216
716662,662
889447,447
754796,796
832714,714
881348,348
827646,646
511842,842
813761,761
900534,534
804491,491
924319,319
597058,58
553195,195
638619,619
506365,365
929014,14
934377,377
890891,891
816804,804
752626,626
504077,77
571351,351
948815,815
708511,511
600848,848
624676,676
688719,719
601440,440
954044,44
791468,468
913796,796
897827,827
697456,456
537851,851
862500,500
657975,975
579741,741
691496,496
656474,474
596664,664
951902,902
513581,581
670762,762
556592,592
695243,243
715279,279
521580,580
793562,562
753344,344
701693,693
787335,335
518467,467
638675,675
753975,975
904703,703
977812,812
949308,308
598085,85
744602,602
522962,962
565288,288
711881,881
730390,390
935579,579
855743,743
734269,269
633435,435
516197,197
704878,878
615854,854
819292,292
856456,456
916335,335
516613,613
982131,131
908258,258
88252,252
485578,578
132654,654
408231,231
475739,739
159521,521
425296,296
226212,212
41771,771
50760,760
433221,221
335654,654
81326,326
225699,699
495358,358
414571,571
363122,122
75742,742
253894,894
26209,209
173004,4
136158,158
28598,598
346191,191
477454,454
341310,310
1524,524
2985,985
384934,934
241829,829
390106,106
179863,863
26698,698
454181,181
359576,576
312267,267
326786,786
123770,770
28052,52
212402,402
444101,101
85376,376
14462,462
477437,437
126430,430
394760,760
348592,592
102248,248
341419,419
345255,255
49614,614
114201,201
363418,418
212695,695
413019,19
187141,141
411225,225
460920,920
6439,439
196613,613
367954,954
156086,86
197101,101
36952,952
129760,760
379032,32
462763,763
442264,264
369110,110
178845,845
388612,612
354830,830
39538,538
48051,51
217176,176
403356,356
382343,343
147968,968
236300,300
67225,225
408113,113
451198,198
270664,664
65856,856
133187,187
383516,516
16667,667
370909,909
101767,767
254863,863
321331,331
313265,265
263142,142
252454,454
123670,670
353451,451
276354,354
131809,809
484380,380
142655,655
425167,167
275693,693
121820,820
211220,220
404247,247
329507,507
152544,544
307863,863
432966,966
285089,89
424142,142
146255,255
177225,225
455661,661
149215,215
150865,865
186568,568
149508,508
12136,136
25427,427
345109,109
196537,537
345782,782
397926,926
404177,177
242184,184
178888,888
126333,333
225207,207
141760,760
143152,152
157189,189
53940,940
297325,325
493221,221
333511,511
38161,161
96172,172
31300,300
245912,912
471437,437
68509,509
416832,832
151016,16
348520,520
344092,92
282063,63
380493,493
465444,444
128802,802
374908,908
355987,987
477356,356
74951,951
484348,348
74850,850
228811,811
233961,961
194171,171
286957,957
66946,946
113699,699
167514,514
455294,294
191539,539
346679,679
430862,862
312329,329
438599,599
196010,10
474866,866
423270,270
285056,56
190518,518
409998,998
385135,135
80091,91
435625,625
407823,823
57277,277
287451,451
419675,675
15774,774
362705,705
465189,189
63290,290
328007,7
353022,22
278140,140
364239,239
300552,552
432200,200
315155,155
44278,278
107917,917
309806,806
193947,947
207247,247
106359,359
440734,734
309652,652
319402,402
46449,449
443582,582
371630,630
452580,580
38165,165
475161,161
475586,586
288434,434
436898,898
9257,257
483359,359
395273,273
47415,415
64302,302
385901,901
171913,913
75939,939
282168,168
99230,230
323971,971
291208,208
343291,291
266162,162
71466,466
352756,756
116199,199
108008,8
334513,513
443031,31
453999,999
118149,149
106488,488
138312,312
245478,478
406939,939
182221,221
22406,406
293406,406
90247,247
60568,568
162730,730
27746,746
399535,535
112201,201
393800,800
394171,171
374882,882
198231,231
297568,568
54056,56
451314,314
105112,112
498273,273
409409,409
52213,213
172804,804
388530,530
325824,824
7043,43
349146,146
208729,729
351584,584
485115,115
198094,94
337657,657
373842,842
58894,894
408071,71
456959,959
326259,259
136203,203
157196,196
445788,788
476426,426
229288,288
241659,659
164767,767
441293,293
493293,293
125610,610
325151,151
321490,490
485716,716
235459,459
247904,904
291367,367
419339,339
165346,346
46393,393
172977,977
199302,302
27361,361
465128,128
236574,574
123671,671
238302,302
333286,286
314942,942
447117,117
497847,847
474124,124
207517,517
431971,971
331205,205
315739,739
58578,578
25973,973
403042,42
476359,359
151619,619
147205,205
425880,880
233370,370
149431,431
451353,353
494565,565
349834,834
382703,703
400718,718
405166,166
217745,745
202605,605
206615,615
17152,152
240180,180
3614,614
264079,79
40228,228
497040,40
367794,794
226869,869
447479,479
21261,261
187101,101
416469,469
389698,698
251607,607
152708,708
112129,129
247797,797
327663,663
439387,387
279416,416
33655,655
230664,664
474121,121
303275,275
371895,895
230992,992
182914,914
492124,124
469708,708
233347,347
27838,838
274940,940
309696,696
15472,472
404508,508
314730,730
178919,919
401749,749
274778,778
191414,414
340702,702
276043,43
157599,599
232214,214
27631,631
94242,242
402157,157
28342,342
379934,934
69972,972
29192,192
68484,484
426780,780
47934,934
12656,656
320800,800
462392,392
388430,430
52014,14
452066,66
491364,364
5621,621
466509,509
444535,535
386725,725
226720,720
311532,532
96550,550
37022,22
193275,275
26048,48
332216,216
332535,535
362549,549
298060,60
194479,479
360031,31
427950,950
120096,96
192007,7
140495,495
217978,978
167531,531
395917,917
281206,206
143506,506
458424,424
149068,68
46849,849
383824,824
499612,612
172564,564
372460,460
117696,696
417969,969
329369,369
222866,866
490192,192
90305,305
212123,123
293783,783
21678,678
187907,907
296070,70
470605,605
476213,213
460736,736
34206,206
106877,877
223048,48
209811,811
150191,191
87364,364
451989,989
217457,457
403315,315
8492,492
22718,718
465053,53
172253,253
86146,146
216197,197
332688,688
314095,95
107086,86
7861,861
326394,394
183694,694
453830,830
140071,71
247968,968
36351,351
198461,461
175009,9
345710,710
351083,83
66250,250
450912,912
318416,416
25179,179
125548,548
345838,838
320671,671
139575,575
249494,494
118725,725
159976,976
268614,614
109062,62
39997,997
468299,299
451362,362
351714,714
102824,824
220608,608
59010,10
125666,666
80670,670
148712,712
239568,568
145052,52
210882,882
18439,439
466231,231
341210,210
388957,957
394218,218
342055,55
180131,131
124600,600
136259,259
466263,263
382674,674
201971,971
233472,472
233700,700
82014,14
80546,546
193551,551
143472,472
75238,238
421150,150
27939,939
216245,245
78715,715
479545,545
442948,948
253107,107
481271,271
127463,463
381900,900
213941,941
187751,751
8430,430
112030,30
160024,24
219177,177
195031,31
499011,11
373182,182
358068,68
200352,352
418661,661
289448,448
193304,304
210039,39
49802,802
247939,939
293246,246
173580,580
321281,281
27854,854
105913,913
21275,275
435913,913
300951,951
447482,482
70319,319
1183,183
124337,337
301043,43
69661,661
295705,705
403199,199
193270,270
25319,319
120861,861
490573,573
435358,358
66793,793
277061,61
20578,578
102131,131
284505,505
212961,961
348736,736
329816,816
385680,680
67167,167
329474,474
170713,713
2029,29
18045,45
275509,509
26726,726
477982,982
17859,859
210425,425
360991,991
248204,204
16115,115
236869,869
232509,509
351657,657
195726,726
243570,570
127591,591
485369,369
203882,882
318254,254
95491,491
480105,105
460706,706
107968,968
357103,103
150859,859
339612,612
141630,630
130052,52
45778,778
21754,754
148077,77
137419,419
256666,666
242230,230
171768,768
397128,128
37283,283
43275,275
347355,355
185791,791
451391,391
481739,739
7087,87
410059,59
478516,516
487707,707
231285,285
316189,189
361767,767
431219,219
153245,245
73124,124
71126,126
220526,526
61711,711
192222,222
19438,438
454763,763
445634,634
58774,774
101538,538
281164,164
397134,134
122881,881
396983,983
195422,422
245387,387
280103,103
315691,691
398014,14
295827,827
250158,158
424769,769
97044,44
431020,20
56634,634
194470,470
138751,751
202000,0
335729,729
394638,638
88256,256
351909,909
434862,862
56031,31
355574,574
301903,903
103438,438
452749,749
430383,383
449615,615
435661,661
139504,504
180442,442
419617,617
202196,196
292728,728
382543,543
186273,273
141914,914
443484,484
115050,50
401877,877
37675,675
401084,84
240679,679
10919,919
104457,457
268760,760
491874,874
209339,339
5210,210
69189,189
7126,126
488087,87
114947,947
200709,709
15861,861
157171,171
263866,866
475157,157
131709,709
475917,917
36882,882
411990,990
96480,480
29992,992
341226,226
163298,298
240045,45
68300,300
144295,295
475557,557
123618,618
17024,24
1266,266
186232,232
496639,639
176759,759
400861,861
35171,171
59552,552
157041,41
186901,901
158689,689
262974,974
296582,582
191332,332
356643,643
183479,479
202714,714
180255,255
51282,282
326753,753
303388,388
84237,237
247624,624
21770,770
437816,816
265296,296
484458,458
252052,52
224388,388
438015,15
498351,351
315751,751
469469,469
386478,478
224950,950
260795,795
141126,126
493637,637
387261,261
263823,823
445449,449
72205,205
267764,764
52097,97
63607,607
377889,889
246966,966
195604,604
306149,149
69845,845
325840,840
432285,285
442000,0
315982,982
200189,189
59003,3
301629,629
378029,29
112227,227
367515,515
391752,752
132122,122
388873,873
81456,456
68691,691
161562,562
331177,177
277461,461
393773,773
471099,99
237373,373
465358,358
432745,745
326231,231
69443,443
92738,738
81465,465
190850,850
446675,675
242958,958
98786,786
408462,462
404305,305
149395,395
433558,558
218317,317
202665,665
115102,102
127455,455
134238,238
265272,272
42090,90
350432,432
346276,276
25742,742
371195,195
322493,493
335554,554
235033,33
412548,548
141659,659
223801,801
66658,658
282114,114
34947,947
166677,677
267760,760
473299,299
166603,603
464920,920
71348,348
29426,426
396973,973
437007,7
334844,844
278478,478
376382,382
195371,371
383429,429
96086,86
213988,988
462116,116
408331,331
10635,635
157069,69
289053,53
243923,923
67728,728
427841,841
463569,569
421628,628
198411,411
20258,258
885,885
480035,35
212178,178
262759,759
276655,655
481851,851
25361,361
308991,991
264805,805
454854,854
25386,386
202585,585
166365,365
82680,680
449810,810
424619,619
430697,697
25482,482
198373,373
18844,844
330171,171
379332,332
174051,51
245731,731
228399,399
161347,347
476480,480
186012,12
69287,287
165992,992
322045,45
171933,933
102171,171
48040,40
79238,238
443368,368
366253,253
406246,246
11523,523
445185,185
374804,804
326336,336
66286,286
130719,719
430269,269
97942,942
273846,846
239173,173
303664,664
92147,147
272370,370
358683,683
372217,217
382743,743
87909,909
320771,771
73793,793
190873,873
113212,212
138497,497
286849,849
206941,941
249906,906
414794,794
327772,772
351874,874
113001,1
209931,931
152300,300
467143,143
490958,958
170189,189
218262,262
65234,234
265986,986
72938,938
465590,590
205702,702
353319,319
70585,585
145761,761
391013,13
457989,989
402137,137
472953,953
6147,147
215472,472
115909,909
291008,8
157003,3
268094,94
486185,185
366077,77
330813,813
459968,968
19838,838
484452,452
192605,605
148300,300
142320,320
73257,257
127461,461
268023,23
182655,655
300137,137
76203,203
183123,123
385676,676
379724,724
224074,74
302960,960
218569,569
324235,235
69818,818
391736,736
8059,59
238259,259
377440,440
111952,952
107061,61
378535,535
123306,306
143518,518
472905,905
384596,596
105322,322
49525,525
2672,672
206144,144
303597,597
469636,636
434869,869
408079,79
366744,744
40361,361
465447,447
44523,523
163560,560
465179,179
62024,24
451608,608
233636,636
473570,570
10638,638
84284,284
264865,865
300514,514
146047,47
475023,23
375683,683
85563,563
109476,476
53543,543
217841,841
269449,449
372308,308
423400,400
363474,474
20035,35
268409,409
10698,698
378412,412
359664,664
46839,839
9062,62
315082,82
357574,574
46434,434
72417,417
187125,125
75883,883
225830,830
461004,4
56033,33
354565,565
400145,145
93433,433
83430,430
131222,222
424019,19
468648,648
304931,931
61619,619
277366,366
362380,380
354186,186
21730,730
75483,483
442645,645
75529,529
79005,5
222759,759
305907,907
372264,264
58200,200
131519,519
176472,472
20274,274
424797,797
57647,647
284335,335
254359,359
492284,284
416616,616
35083,83
426821,821
428500,500
447843,843
175078,78
54548,548
322308,308
27416,416
174258,258
441805,805
317571,571
235002,2
247547,547
292552,552
210760,760
148991,991
309039,39
114331,331
31811,811
34896,896
97092,92
469239,239
225441,441
283547,547
198255,255
275390,390
219411,411
219270,270
78093,93
369745,745
445842,842
130197,197
340900,900
263237,237
16149,149
159167,167
42107,107
70355,355
107127,127
406018,18
160080,80
221716,716
389278,278
187098,98
235662,662
251086,86
309136,136
422323,323
209174,174
342724,724
332473,473
481992,992
494684,684
15405,405
231557,557
370704,704
204096,96
55122,122
187912,912
122709,709
3459,459
85309,309
148626,626
168614,614
184177,177
424303,303
201223,223
441850,850
356864,864
35347,347
325270,270
281079,79
308375,375
130065,65
286564,564
317221,221
439912,912
357135,135
164371,371
53363,363
180060,60
271076,76
134956,956
48691,691
378788,788
11094,94
62852,852
437253,253
82863,863
405716,716
296130,130
144149,149
430591,591
353742,742
103985,985
92829,829
14925,925
122327,327
197553,553
4794,794
711,711
27162,162
49221,221
466584,584
3623,623
492016,16
292764,764
255196,196
269966,966
383778,778
220541,541
167994,994
175196,196
472103,103
472833,833
238497,497
339109,109
330207,207
397511,511
335894,894
320015,15
101507,507
338704,704
368449,449
143715,715
286790,790
58080,80
79938,938
93797,797
474652,652
450041,41
386361,361
369530,530
407414,414
57088,88
245468,468
378852,852
339302,302
87758,758
211542,542
173040,40
118970,970
239142,142
66904,904
288457,457
170790,790
37234,234
35609,609
236651,651
259787,787
57045,45
22902,902
133749,749
463242,242
4817,817
314631,631
281626,626
167419,419
474183,183
275535,535
210709,709
16617,617
90455,455
66064,64
34671,671
151387,387
42953,953
270850,850
424689,689
126578,578
21960,960
285073,73
464774,774
27390,390
461251,251
68143,143
487987,987
20949,949
334389,389
385982,982
317617,617
220498,498
281064,64
255978,978
36972,972
206138,138
231861,861
160415,415
117766,766
470639,639
28260,260
114335,335
45793,793
147013,13
462664,664
320770,770
57904,904
118203,203
264800,800
434304,304
336931,931
479553,553
351758,758
111209,209
214480,480
213671,671
10313,313
184893,893
406048,48
355422,422
375903,903
170769,769
469737,737
476149,149
178708,708
357292,292
174490,490
52278,278
52047,47
376861,861
164894,894
137762,762
80398,398
281802,802
65822,822
179485,485
136963,963
87050,50
402453,453
65168,168
55103,103
241891,891
202873,873
470882,882
196318,318
275281,281
201129,129
530,530
464940,940
89352,352
74254,254
255359,359
128121,121
322031,31
261427,427
198690,690
131929,929
393672,672
465971,971
396924,924
439829,829
395901,901
385447,447
393504,504
450279,279
246194,194
454531,531
116995,995
262447,447
343618,618
383202,202
393159,159
16088,88
36109,109
246705,705
306089,89
411387,387
5824,824
69954,954
208478,478
214719,719
354035,35
492749,749
72058,58
356233,233
260644,644
95687,687
336641,641
29782,782
346347,347
185393,393
262475,475
365253,253
331351,351
459356,356
30173,173
72514,514
422296,296
386903,903
374599,599
14190,190
247749,749
266197,197
204827,827
25941,941
289613,613
336084,84
217667,667
138938,938
137930,930
390250,250
185034,34
165767,767
453684,684
416072,72
290438,438
91127,127
314587,587
280571,571
5887,887
157467,467
367190,190
480389,389
12879,879
441027,27
393854,854
185642,642
200777,777
78510,510
174134,134
4953,953
155743,743
428902,902
480592,592
448518,518
492530,530
349022,22
478768,768
8231,231
256677,677
220018,18
242449,449
244157,157
14667,667
48026,26
58906,906
305948,948
111457,457
100850,850
117666,666
487223,223
201916,916
157939,939
496615,615
402230,230
74418,418
439052,52
421105,105
304214,214
34750,750
238936,936
440131,131
438901,901
266277,277
462953,953
232181,181
274902,902
187403,403
376682,682
224486,486
444007,7
315512,512
6711,711
476971,971
341665,665
368988,988
347053,53
20304,304
439004,4
243354,354
312539,539
246725,725
402790,790
120609,609
56856,856
246490,490
155735,735
306750,750
379650,650
165260,260
21012,12
